filename,yaml_name,model,tools,size_bytes,description
engineering/lighthouse-webvitals-expert.md,lighthouse-webvitals-expert,haiku,"Read, Bash, Grep, Glob, WebSearch",23561,"Performance MEASUREMENT specialist for Lighthouse audits, Core Web Vitals"
engineering/llm-application-architect.md,llm-application-architect,opus,"Read, Write, Edit, Bash, Grep, Glob, WebSearch",17635,"Expert in LLM-powered application design and architecture. Specializes in RAG systems, prompt engine"
engineering/macos-system-expert.md,macos-system-expert,sonnet,"Read, Write, Edit, Bash, Grep, Glob",19803,"Expert in macOS 26.2 (Sequoia) system APIs, frameworks, security features,"
engineering/manifest-validator.md,manifest-validator,sonnet,"Read, Grep, Glob",4933,Lightweight Haiku worker for validating web app manifest files. Reports
engineering/memory-leak-detective.md,memory-leak-detective,haiku,"Read, Write, Edit, Bash, Grep, Glob",16004,"Expert in detecting and fixing JavaScript memory leaks, heap analysis,"
engineering/microservices-architect.md,microservices-architect,opus,"Read, Grep, Glob, WebSearch",10923,"Expert microservices architect for service decomposition, inter-service"
engineering/migration-specialist.md,migration-specialist,sonnet,"Read, Write, Edit, Bash, Grep, Glob",8744,"Expert in framework migrations, major version upgrades, breaking changes,"
engineering/mobile-engineer.md,mobile-engineer,sonnet,"Read, Write, Edit, Bash, Grep, Glob",9466,"Expert mobile engineer for iOS and Android development, React Native,"
engineering/mobile-viewport-checker.md,mobile-viewport-checker,haiku,"Read, Grep, Glob",4667,Lightweight Haiku worker for finding mobile responsiveness issues. Reports
engineering/mongodb-specialist.md,mongodb-specialist,opus,"Read, Write, Edit, Bash, Grep, Glob, WebSearch",15908,"Expert in MongoDB database design, aggregation pipelines, indexing strategies, and NoSQL architectur"
engineering/monorepo-tooling-specialist.md,monorepo-tooling-specialist,sonnet,"Read, Write, Edit, Bash, Grep, Glob, WebSearch",9355,"Expert in monorepo tooling with Turborepo, Nx, pnpm workspaces, npm workspaces, task caching, remote"
engineering/n-plus-one-detector.md,n-plus-one-detector,haiku,"Read, Grep, Glob",4300,Lightweight Haiku worker for finding N+1 query patterns in ORM code.
engineering/neural-engine-specialist.md,neural-engine-specialist,sonnet,"Read, Write, Edit, Bash, Grep, Glob",17117,Expert in Apple Neural Engine (ANE) optimization for on-device ML inference
engineering/nextauth-security-specialist.md,nextauth-security-specialist,sonnet,"Read, Write, Edit, Bash, Grep, Glob",15473,"Expert in NextAuth.js authentication configuration, OAuth providers,"
engineering/npm-ecosystem-specialist.md,npm-ecosystem-specialist,sonnet,"Read, Write, Edit, Bash, Grep, Glob, WebSearch",8911,"Expert in npm ecosystem management, package.json optimization, dependency trees, resolution strategi"
engineering/npm-security-auditor.md,npm-security-auditor,opus,"Read, Write, Edit, Bash, Grep, Glob",7896,"Expert in npm security auditing, vulnerability scanning, CVE tracking, dependency risk assessment, s"
engineering/npx-automation-specialist.md,npx-automation-specialist,haiku,"Read, Write, Edit, Bash, Grep, Glob",6517,"Expert in npx usage patterns, CLI tool execution, create-* templates, scaffolding, npx caching, regi"
engineering/observability-architect.md,observability-architect,opus,"Read, Write, Edit, Bash, Grep, Glob, WebSearch",13892,"Expert observability architect for OpenTelemetry, metrics/logs/traces"
engineering/offline-capability-detector.md,offline-capability-detector,haiku,"Read, Grep, Glob",5363,Lightweight Haiku worker for detecting missing offline fallbacks and
engineering/offline-sync-specialist.md,offline-sync-specialist,opus,"Read, Write, Edit, Bash, Grep, Glob",30012,"Background Sync API, Periodic Background Sync, Web Locks API, optimistic"
engineering/performance-optimizer.md,performance-optimizer,sonnet,"Read, Write, Edit, Bash, Grep, Glob",37259,"Expert in Chromium 2025 performance optimization using Speculation Rules,"
engineering/permission-auditor.md,permission-auditor,opus,"Read, Grep, Glob",4840,Lightweight Haiku worker for finding overly permissive file and API permissions.
engineering/playwright-automation-specialist.md,playwright-automation-specialist,sonnet,"Read, Write, Edit, Bash, Grep, Glob",7403,"Expert in Playwright browser automation, web scraping, selector debugging,"
engineering/prisma-schema-architect.md,prisma-schema-architect,opus,"Read, Write, Edit, Bash, Grep, Glob",5952,"Expert database architect specializing in Prisma ORM schema design, migrations,"
engineering/problem-decomposer.md,problem-decomposer,opus,"Read, Grep, Glob",8998,Expert in breaking complex problems into manageable pieces using divide-and-conquer
engineering/push-notification-specialist.md,push-notification-specialist,sonnet,"Read, Write, Edit, Grep, Glob, Bash, WebSearch",21227,"Expert in Web Push Protocol, VAPID keys, notification payloads, permission"
engineering/pwa-analytics-specialist.md,pwa-analytics-specialist,haiku,"Read, Write, Edit, Bash, Grep, Glob",30075,"PWA-specific metrics tracking including install rates, offline usage,"
engineering/pwa-build-specialist.md,pwa-build-specialist,opus,"Read, Write, Edit, Bash, Grep, Glob",25990,"PWA-optimized bundling with VitePWA, next-pwa, code splitting for offline,"
engineering/pwa-devtools-debugger.md,pwa-devtools-debugger,sonnet,"Read, Write, Edit, Bash, Grep, Glob",19850,"Chrome DevTools Application panel mastery, Service Worker debugging,"
engineering/pwa-security-specialist.md,pwa-security-specialist,opus,"Read, Write, Edit, Bash, Grep, Glob",33831,"HTTPS configuration, CSP for PWAs, secure storage, WebAuthn/Passkeys,"
engineering/pwa-specialist.md,pwa-specialist,sonnet,"Read, Write, Edit, Bash, Grep, Glob",15027,"Expert in Progressive Web App development including Service Workers,"
engineering/pwa-testing-specialist.md,pwa-testing-specialist,sonnet,"Read, Write, Edit, Bash, Grep, Glob",25326,"PWA-specific testing expert for offline behavior, service worker mocking,"
engineering/pwa-web-audio-engineer.md,pwa-web-audio-engineer,sonnet,"Read, Write, Edit, Bash, Grep, Glob",15710,Expert in Progressive Web Apps and Web Audio API development. Specializes
engineering/python-backend-specialist.md,python-backend-specialist,opus,"Read, Write, Edit, Bash, Grep, Glob",16516,"Expert in Python web backends, APIs, and automation. Specializes in FastAPI, Django, Flask, async pa"
engineering/python-ml-pipeline-engineer.md,python-ml-pipeline-engineer,sonnet,"Read, Write, Edit, Bash, Grep, Glob",11489,"Expert Python engineer specializing in ML pipelines, data processing,"
engineering/react-hook-linter.md,react-hook-linter,haiku,"Read, Grep, Glob",4342,Lightweight Haiku worker for detecting React hook violations and dependency
engineering/readme-section-validator.md,readme-section-validator,sonnet,"Read, Grep, Glob",4504,Lightweight Haiku worker for checking README has required sections. Reports
engineering/real-time-systems-specialist.md,realtime-systems-specialist,opus,"Read, Write, Edit, Bash, Grep, Glob, WebSearch",15576,"Expert in WebSocket architecture, real-time synchronization, live features,"
engineering/redis-cache-specialist.md,redis-cache-specialist,opus,"Read, Write, Edit, Bash, Grep, Glob, WebSearch",16456,"Expert in Redis, caching strategies, and in-memory data stores. Specializes in cache architecture, s"
engineering/refactoring-guru.md,refactoring-guru,sonnet,"Read, Write, Edit, Grep, Glob",12380,Expert in systematic code improvement using established refactoring patterns
engineering/release-validator.md,release-validator,sonnet,"Read, Write, Edit, Bash, Grep, Glob, Task",6938,"Pre-release validation pipeline that runs comprehensive checks before deployment. Validates tests, b"
engineering/render-perf-checker.md,render-perf-checker,haiku,"Read, Grep, Glob",5547,Lightweight Haiku worker for finding React re-render issues. Reports
engineering/rest-endpoint-validator.md,rest-endpoint-validator,sonnet,"Read, Grep, Glob",5513,Lightweight Haiku worker for validating REST API endpoint consistency.
engineering/rubber-duck-debugger.md,rubber-duck-debugger,haiku,"Read, Grep, Glob",8534,Guided debugging assistant that helps developers think through problems
engineering/runtime-error-diagnostician.md,runtime-error-diagnostician,haiku,"Read, Write, Edit, Bash, Grep, Glob",15025,"Expert in diagnosing JavaScript/TypeScript runtime errors, stack trace"
engineering/schema-pattern-finder.md,schema-pattern-finder,haiku,"Read, Grep, Glob",2968,Lightweight Haiku worker for finding database schema references and Prisma
engineering/schema-validation-checker.md,schema-validation-checker,sonnet,"Read, Grep, Glob",4622,Lightweight Haiku worker for verifying runtime schemas match type definitions.
engineering/secret-scanner.md,secret-scanner,haiku,"Read, Grep, Glob",3370,"Lightweight Haiku worker for finding hardcoded credentials, API keys,"
engineering/security-engineer.md,security-engineer,sonnet,"Read, Write, Edit, Bash, Grep, Glob",9704,"Expert security engineer for security audits, vulnerability assessment,"
engineering/senior-backend-engineer.md,senior-backend-engineer,opus,"Read, Write, Edit, Bash, Grep, Glob",7558,"Expert backend engineer for API design, database architecture, server-side"
engineering/senior-frontend-engineer.md,senior-frontend-engineer,sonnet,"Read, Write, Edit, Bash, Grep, Glob",9376,"Expert frontend engineer for React, Vue, TypeScript UI development, component"
engineering/seo-meta-checker.md,seo-meta-checker,sonnet,"Read, Grep, Glob",5360,Lightweight Haiku worker for validating SEO meta tags and structured
engineering/shadcn-ui-component-developer.md,shadcn-ui-component-developer,opus,"Read, Write, Edit, Bash, Grep, Glob",10163,"Expert in rapid UI development with shadcn/ui, Radix primitives, and"
engineering/simple-validator.md,simple-validator,sonnet,"Bash, Grep, Glob",2382,Lightweight Haiku worker for running quick validation checks. Returns
engineering/sql-injection-detector.md,sql-injection-detector,haiku,"Read, Grep, Glob",4689,Lightweight Haiku worker for finding SQL injection vulnerability patterns.
engineering/sqlite-data-pipeline-specialist.md,sqlite-data-pipeline-specialist,sonnet,"Read, Write, Edit, Bash, Grep, Glob",10467,"Expert in SQLite optimization, better-sqlite3 for Node.js, data transformation"
engineering/swift-metal-performance-engineer.md,swift-metal-performance-engineer,sonnet,"Read, Write, Edit, Bash, Grep, Glob",22413,"Expert in Metal GPU programming, shader optimization, and high-performance"
engineering/system-architect.md,system-architect,opus,"Read, Grep, Glob, WebSearch",8794,"Senior system architect for high-level architecture decisions, system"
engineering/tailwind-config-auditor.md,tailwind-config-auditor,opus,"Read, Grep, Glob",5366,Lightweight Haiku worker for validating Tailwind configuration. Reports
engineering/task-router.md,task-router,haiku,"Read, Grep, Glob",6832,Intelligent task routing agent that analyzes requests and selects optimal specialist agents. Prevent
engineering/test-coverage-gap-finder.md,test-coverage-gap-finder,haiku,"Read, Grep, Glob",3485,Lightweight Haiku worker for finding code paths without tests. Reports
engineering/test-file-finder.md,test-file-finder,haiku,"Read, Grep, Glob",3058,Lightweight Haiku worker for finding test files related to source files.
engineering/trpc-api-architect.md,trpc-api-architect,opus,"Read, Write, Edit, Bash, Grep, Glob",6828,Expert in tRPC API design for Next.js applications with React Query integration.
engineering/type-inconsistency-finder.md,type-inconsistency-finder,haiku,"Read, Grep, Glob",4989,Lightweight Haiku worker for finding type mismatches and unsafe casts.
engineering/typescript-type-wizard.md,typescript-type-wizard,haiku,"Read, Write, Edit, Bash, Grep, Glob",10434,"Expert in advanced TypeScript patterns, complex generics, type inference"
engineering/unused-export-finder.md,unused-export-finder,haiku,"Read, Grep, Glob",3488,Lightweight Haiku worker for finding exports never imported anywhere.
engineering/vector-database-specialist.md,vector-database-specialist,haiku,"Read, Write, Edit, Bash, Grep, Glob",13907,"Expert in vector storage, semantic search, and RAG infrastructure. Specializes in Pinecone, Weaviate"
engineering/vitest-testing-specialist.md,vitest-testing-specialist,sonnet,"Read, Write, Edit, Bash, Grep, Glob",14964,Expert in Vitest testing for modern JavaScript/TypeScript projects. Specializes
engineering/web-manifest-expert.md,web-manifest-expert,haiku,"Read, Write, Edit, Bash, Grep, Glob",27073,"Web App Manifest optimization, icon generation pipelines, platform-specific"
engineering/web-speech-recognition-expert.md,web-speech-recognition-expert,sonnet,"Read, Write, Edit, Bash, Grep, Glob",23055,"Expert in Web Speech API with contextual biasing, voice UI patterns,"
engineering/webpack-config-linter.md,webpack-config-linter,haiku,"Read, Grep, Glob",4929,Lightweight Haiku worker for validating build tool configurations. Reports
engineering/workbox-serviceworker-expert.md,workbox-serviceworker-expert,haiku,"Read, Write, Edit, Bash, Grep, Glob",24126,"Advanced Workbox 7+ patterns, build tooling integration (Vite, Next.js,"
engineering/xcode-build-optimizer.md,xcode-build-optimizer,sonnet,"Read, Write, Edit, Bash, Grep, Glob",18089,"Expert in Xcode 17 build system optimization, Swift compilation performance,"
engineering/xss-pattern-finder.md,xss-pattern-finder,haiku,"Read, Grep, Glob",4940,Lightweight Haiku worker for finding XSS vulnerability patterns in frontend
engineering/zustand-state-architect.md,zustand-state-architect,opus,"Read, Write, Edit, Grep, Glob",11933,Expert in Zustand state management for React applications. Specializes
error-debugger.md,error-debugger,sonnet,"Read, Grep, Glob, Bash",1857,>
events/creative-event-brainstormer.md,creative-event-brainstormer,opus,"Read, Write, Edit, Grep, Glob, WebSearch, WebFetch",8879,"Expert creative strategist for live event concepts, themes, and experiences. Specializes in event id"
events/event-budget-analyst.md,event-budget-analyst,haiku,"Read, Write, Edit, Grep, Glob",10755,"Expert in live event financial planning, budget creation, cost tracking, and financial analysis. Spe"
events/event-marketing-specialist.md,event-marketing-specialist,haiku,"Read, Write, Edit, Grep, Glob, WebSearch, WebFetch",7973,"Expert in live event marketing, ticket sales strategy, and audience development. Specializes in conc"
events/live-event-producer.md,live-event-producer,haiku,"Read, Write, Edit, Grep, Glob, WebSearch, WebFetch",10027,"Expert live event producer for concerts, festivals, corporate events, and touring productions. Speci"
events/technical-director.md,technical-director,opus,"Read, Write, Edit, Grep, Glob, WebSearch",12227,"Expert technical director for live events, concerts, theater, and broadcast productions. Specializes"
events/tour-manager.md,tour-manager,haiku,"Read, Write, Edit, Grep, Glob, WebSearch, WebFetch",10951,"Expert tour manager for music tours, theatrical productions, and corporate road shows. Specializes i"
factory/agent-factory-orchestrator.md,agent-factory-orchestrator,opus,"Task, Read, Write, Edit, Bash, Grep, Glob",6608,"Meta-orchestrator that automatically detects capability gaps and generates new agents to fill them, "
factory/agent-template-generator.md,agent-template-generator,sonnet,"Task, Read, Write, Grep, Glob",4783,Sonnet-tier agent that generates complete agent definition files from gap specifications.
factory/agent-validator.md,agent-validator,sonnet,"Task, Read, Grep, Glob",4774,Sonnet-tier agent that validates newly generated agents before deployment to ensure quality and cons
factory/gap-detector.md,gap-detector,haiku,"Read, Grep, Glob",3705,Haiku worker that analyzes failed routings and task attempts to identify missing agent capabilities 
fusion-compiler/fusion-orchestrator.md,fusion-orchestrator,opus,"Task, Read, Write, Grep, Glob",6370,Sonnet orchestrator that manages runtime agent fusion for 1.5x speedup through eliminated overhead.
fusion-compiler/runtime-fuser.md,runtime-fuser,opus,"Read, Grep, Glob",2314,Haiku worker that identifies agents that should be fused at runtime to eliminate communication overh
fusion-compiler/super-agent-generator.md,super-agent-generator,sonnet,"Task, Read, Write, Grep, Glob",5690,Sonnet agent that generates fused super-agents from multiple base agents at runtime.
fusion/ai-product-fusion-agent.md,ai-product-fusion-agent,opus,"Task, Read, Write, Edit, Bash, Grep, Glob, WebSearch",6230,Fuses AI/ML engineering with product management to build AI-powered features that actually solve use
fusion/data-analytics-fusion-agent.md,data-analytics-fusion-agent,sonnet,"Task, Read, Write, Edit, Bash, Grep, Glob, WebSearch",7036,Fuses data engineering with analytics to build end-to-end data systems that deliver actionable insig
fusion/full-stack-fusion-agent.md,full-stack-fusion-agent,sonnet,"Task, Read, Write, Edit, Bash, Grep, Glob",5457,"Dynamically fuses frontend, backend, and database expertise into a single coherent agent for end-to-"
fusion/performance-security-fusion-agent.md,performance-security-fusion-agent,opus,"Task, Read, Write, Edit, Bash, Grep, Glob",6746,Fuses performance optimization with security hardening to achieve fast AND secure applications witho
fusion/security-devops-fusion-agent.md,security-devops-fusion-agent,sonnet,"Task, Read, Write, Edit, Bash, Grep, Glob",6120,"Fuses security engineering with DevOps to implement secure CI/CD pipelines, infrastructure hardening"
google/gemini-integration-specialist.md,gemini-integration-specialist,haiku,"Read, Write, Edit, Bash, Grep, Glob, WebFetch, WebSearch",7943,"Deep expertise in Gemini API integration, multimodal prompting, context caching, function calling, a"
google/google-ai-studio-guide.md,google-ai-studio-guide,sonnet,"Read, Write, Edit, Bash, Grep, Glob, WebFetch, WebSearch",9281,"Navigator for Google AI Studio workflows including project setup, prompt library management, model c"
google/google-labs-creative-guide.md,google-labs-creative-guide,haiku,"Read, Write, Edit, Grep, Glob, WebFetch, WebSearch",9039,"Manual workflow guides for Google Labs creative tools without APIs including Stitch, Whisk, Pomelli,"
google/google-workflow-automation-specialist.md,google-workflow-automation-specialist,haiku,"Read, Write, Edit, Bash, Grep, Glob, WebFetch, WebSearch",9228,"Expert in Google Apps Script, Workspace automation, triggers, add-ons, and cross-service data pipeli"
google/google-workspace-productivity-specialist.md,google-workspace-productivity-specialist,haiku,"Read, Write, Edit, Bash, Grep, Glob, WebFetch, WebSearch",5127,"Master coordinator for Google Workspace integrations including Gmail, Drive, Docs, Sheets, and Slide"
google/imagen-creative-specialist.md,imagen-creative-specialist,haiku,"Read, Write, Edit, Bash, Grep, Glob, WebFetch, WebSearch",8082,"Expert in Google Imagen 3 image generation, editing, style transfer, and prompt engineering for visu"
google/veo-video-generation-specialist.md,veo-video-generation-specialist,sonnet,"Read, Write, Edit, Bash, Grep, Glob, WebFetch, WebSearch",8082,"Expert in Google Veo 2 AI video generation, cinematic prompt engineering, motion control, and video "
growth/analytics-specialist.md,analytics-specialist,haiku,"Read, Write, Edit, Grep, Glob, Bash, WebSearch",8244,"Expert analytics specialist for funnel analysis, cohort tracking, conversion"
growth/growth-hacker.md,growth-hacker,haiku,"Read, Write, Edit, Grep, Glob, Bash, WebSearch",7437,"Expert growth hacker for viral loops, unconventional acquisition tactics,"
growth/growth-lead.md,growth-lead,haiku,"Read, Write, Edit, Grep, Glob, Bash, WebSearch",7722,"Expert growth lead for growth strategy, experimentation frameworks, and"
improvement/performance-tracker.md,performance-tracker,haiku,"Read, Grep, Glob",4256,Haiku worker that collects and aggregates agent performance metrics for the recursive improvement sy
improvement/prompt-optimizer.md,prompt-optimizer,haiku,"Task, Read, Write, Edit, Grep, Glob",5150,Haiku-tier agent that analyzes agent definitions and optimizes their prompts for better performance.
improvement/recursive-improvement-orchestrator.md,recursive-improvement-orchestrator,opus,"Task, Read, Write, Edit, Bash, Grep, Glob",6534,"Meta-orchestrator that continuously improves the agent ecosystem by tracking performance, optimizing"
lazy-loading/agent-loader.md,agent-loader,sonnet,"Read, Grep, Glob",4605,Haiku worker that implements lazy loading of agents - only load what's actually needed.
lazy-loading/lazy-orchestrator.md,lazy-orchestrator,opus,"Task, Read, Write, Grep, Glob",5773,Haiku orchestrator implementing lazy loading across the ecosystem for 90% memory reduction.
lazy-loading/resource-manager.md,resource-manager,haiku,"Task, Read, Write, Grep, Glob",5814,Haiku agent that manages system resources for optimal agent loading and execution.
marketing/affiliate-marketing-specialist.md,affiliate-marketing-specialist,haiku,"Read, Write, Edit, Grep, Glob, WebSearch",13514,"Expert in affiliate program development, partner recruitment, and performance-based marketing. Speci"
marketing/email-marketer.md,email-marketer,haiku,"Read, Write, Edit, Grep, Glob, WebSearch, WebFetch",7549,"Expert email marketer for email campaigns, automation flows, deliverability,"
marketing/email-marketing-automation-specialist.md,email-marketing-automation-specialist,haiku,"Read, Write, Edit, Grep, Glob, WebSearch, WebFetch",17419,"Expert in email campaign automation and lifecycle marketing. Specializes in Mailchimp, HubSpot, Klav"
marketing/head-of-marketing.md,head-of-marketing,haiku,"Read, Write, Grep, WebSearch, WebFetch",8062,"Expert marketing leader for strategy, campaigns, brand positioning, and"
marketing/influencer-marketing-specialist.md,influencer-marketing-specialist,haiku,"Read, Write, Edit, Grep, Glob, WebSearch",13842,"Expert in influencer partnerships, creator collaborations, and social media advocacy. Specializes in"
marketing/performance-marketer.md,performance-marketer,sonnet,"Read, Write, Edit, Grep, Glob, WebSearch, WebFetch",7960,"Expert performance marketer for paid advertising, ROI optimization, ad"
marketing/seo-specialist.md,seo-specialist,haiku,"Read, Write, Edit, Grep, Glob, WebSearch, WebFetch",8262,"Expert SEO specialist for search optimization, keyword strategy, technical"
marketing/short-form-video-strategist.md,short-form-video-strategist,haiku,"Read, Write, Grep, WebSearch, WebFetch",8336,"Expert short-form video strategist for TikTok, Instagram Reels, YouTube"
meta-orchestrators/adaptive-strategy-executor.md,adaptive-strategy-executor,opus,"Task, Read, Write, Edit, Bash, Grep, Glob",5282,"Meta-orchestrator that monitors execution in real-time and dynamically adjusts strategy, swapping or"
meta-orchestrators/autonomous-project-executor.md,autonomous-project-executor,opus,"Task, Read, Write, Edit, Bash, Grep, Glob",4765,"Meta-orchestrator that decomposes entire projects into phases, spawns appropriate orchestrators for "
meta-orchestrators/parallel-universe-executor.md,parallel-universe-executor,haiku,"Task, Read, Write, Edit, Bash, Grep, Glob",4932,Meta-orchestrator that explores multiple solution paths simultaneously by spawning parallel orchestr
meta-orchestrators/recursive-depth-executor.md,recursive-depth-executor,opus,"Task, Read, Write, Edit, Bash, Grep, Glob",5218,Meta-orchestrator that handles arbitrarily complex nested problems by recursively spawning sub-orche
meta-orchestrators/swarm-commander.md,swarm-commander,opus,"Task, Read, Write, Edit, Bash, Grep, Glob",7735,"Meta-orchestrator that commands massive parallel swarms of 50+ agents simultaneously, coordinating l"
meta/auto-parallelization-detector.md,auto-parallelization-detector,haiku,"Read, Grep, Glob",5066,Detects task patterns that would benefit from parallel execution and
meta/skill-recommender.md,skill-recommender,haiku,"Read, Grep, Glob",5976,"Suggests relevant skills based on task context, user history, and project"
migration-agent.md,migration-agent,sonnet,"Read, Edit, Grep, Glob, Bash",1599,>
observability/chaos-engineering-specialist.md,chaos-engineering-specialist,opus,"Read, Write, Edit, Bash, Grep, Glob",4608,"Expert in chaos engineering practices, Chaos Mesh, Litmus, Gremlin, and resilience testing. Proactiv"
observability/distributed-tracing-specialist.md,distributed-tracing-specialist,haiku,"Read, Write, Edit, Bash, Grep, Glob",4410,"Expert in distributed tracing with Jaeger, Tempo, Zipkin, and OpenTelemetry. Specializes in span pro"
observability/metrics-monitoring-architect.md,metrics-monitoring-architect,opus,"Read, Write, Edit, Bash, Grep, Glob",5115,"Expert in Prometheus, Grafana, metrics architecture, SLO design, and alerting strategies. Designs co"
operations/chief-of-staff.md,chief-of-staff,opus,"Read, Write, Edit, Grep, Glob",6934,Cross-functional orchestrator for complex initiatives spanning multiple
operations/cost-optimization-specialist.md,cost-optimization-specialist,sonnet,"Read, Write, Edit, Bash, Grep, Glob",16224,"Expert in cloud cost analysis, FinOps practices, and resource efficiency. Specializes in AWS/GCP/Azu"
operations/finance-ops.md,finance-ops,sonnet,"Read, Write, Edit, Grep, Glob, WebSearch",7741,"Expert finance ops specialist for budgeting, forecasting, financial planning,"
operations/hr-people-ops.md,hr-people-ops,sonnet,"Read, Write, Edit, Grep, Glob, WebSearch",8165,"Expert HR/People Ops specialist for hiring, onboarding, culture, policies,"
operations/incident-response-engineer.md,incident-response-engineer,sonnet,"Read, Write, Edit, Bash, Grep, Glob",7997,"SRE and incident response specialist for debugging production issues,"
operations/legal-advisor.md,legal-advisor,haiku,"Read, Write, Edit, Grep, Glob, WebSearch",8643,"Expert legal advisor for contracts, compliance, risk assessment, and"
operations/operations-manager.md,operations-manager,haiku,"Read, Write, Edit, Grep, Glob, WebSearch",9071,"Expert operations manager for process optimization, workflows, resource"
optimization/token-economy-orchestrator.md,token-economy-orchestrator,opus,"Read, Write, Grep, Glob, Task",11524,"Unified orchestrator for token optimization including compression, caching,"
orchestrators/api-evolution-orchestrator.md,api-evolution-orchestrator,opus,"Task, Read, Write, Edit, Bash, Grep, Glob",2977,"Compound orchestrator for API versioning, deprecation, and evolution. Coordinates 4 agents for safe "
orchestrators/feature-delivery-orchestrator.md,feature-delivery-orchestrator,opus,"Task, Read, Write, Edit, Bash, Grep, Glob",3461,Compound orchestrator for end-to-end feature development. Coordinates 8 agents from design through d
orchestrators/incident-postmortem-conductor.md,incident-postmortem-conductor,opus,"Task, Read, Write, Edit, Bash, Grep, Glob",2891,Compound orchestrator for incident analysis and postmortem documentation. Coordinates 5 agents to an
orchestrators/ml-pipeline-orchestrator.md,ml-pipeline-orchestrator,opus,"Task, Read, Write, Edit, Bash, Grep, Glob",3685,Compound orchestrator for end-to-end ML workflows. Coordinates 5 agents from data preparation throug
orchestrators/performance-optimization-orchestrator.md,performance-optimization-orchestrator,opus,"Task, Read, Write, Edit, Bash, Grep, Glob",3742,"Compound orchestrator for comprehensive performance optimization. Coordinates 5 agents to analyze, o"
orchestrators/production-readiness-orchestrator.md,production-readiness-orchestrator,opus,"Task, Read, Write, Edit, Bash, Grep, Glob",3766,Compound orchestrator that coordinates 12+ agents for comprehensive pre-release validation. Ensures 
orchestrators/security-hardening-orchestrator.md,security-hardening-orchestrator,opus,"Task, Read, Write, Edit, Bash, Grep, Glob",3385,"Compound orchestrator for comprehensive security hardening. Coordinates 4 agents to audit, fix, and "
orchestrators/technical-debt-coordinator.md,technical-debt-coordinator,opus,"Task, Read, Write, Edit, Bash, Grep, Glob",3476,"Compound orchestrator for systematic technical debt reduction. Coordinates 4 agents to identify, pri"
orchestrators/test-coverage-orchestrator.md,test-coverage-orchestrator,opus,"Task, Read, Write, Edit, Bash, Grep, Glob",3058,Compound orchestrator for systematic test coverage expansion. Coordinates 4 agents to identify gaps 
performance-auditor.md,performance-auditor,sonnet,"Read, Grep, Glob, Bash",5257,>
performance-profiler.md,performance-profiler,sonnet,"Read, Grep, Glob, Bash",1811,>
predictive-cache/cache-orchestrator.md,cache-orchestrator,opus,"Task, Read, Write, Grep, Glob",7238,Haiku orchestrator managing predictive caching across the ecosystem for 90%+ cache hit rates.
predictive-cache/result-predictor.md,result-predictor,sonnet,"Task, Read, Grep, Glob",2556,Haiku agent that predicts likely query results and pre-computes them before user asks.
predictive-cache/session-prewarmer.md,session-prewarmer,haiku,"Read, Grep, Glob",3612,Haiku worker that pre-warms caches at session start based on project context and user patterns.
product/experiment-analyzer.md,experiment-analyzer,haiku,"Read, Write, Bash, Grep, Glob, WebSearch",30434,"Expert in statistical analysis of A/B tests, significance testing, confidence"
product/experiment-designer.md,experiment-designer,opus,"Read, Write, Grep, Glob, WebSearch",22313,"Expert in A/B test design, power analysis, sample size calculation, and"
product/product-analyst.md,Product Analyst,sonnet,"Read, Grep, Glob, WebSearch",25253,"Expert product analyst for cohort analysis, retention studies, funnel"
product/product-manager.md,product-manager,haiku,"Read, Grep, Glob, WebSearch",6915,"Expert product manager for product strategy, roadmaps, feature requirements,"
product/technical-product-owner.md,technical-product-owner,sonnet,"Read, Grep, Glob",6350,"Expert technical product owner for backlog management, sprint planning,"
project_management/agile-project-manager.md,agile-project-manager,haiku,"Read, Grep, Glob",8509,"Expert agile project manager for sprint planning, delivery management,"
project_management/scrum-master.md,scrum-master,haiku,"Read, Grep, Glob",8952,"Expert Scrum Master for agile ceremonies, team health, blocker removal,"
project_management/technical-program-manager.md,technical-program-manager,haiku,"Read, Grep, Glob",10208,"Expert TPM for cross-team coordination, technical program planning, and"
quantum-parallel/entanglement-manager.md,entanglement-manager,sonnet,"Task, Read, Write, Grep, Glob",3554,Sonnet agent that manages entangled agent pairs for instant state synchronization.
quantum-parallel/quantum-orchestrator.md,quantum-orchestrator,opus,"Task, Read, Write, Grep, Glob",6507,Sonnet orchestrator implementing quantum-inspired parallelism for 1.5x speedup through superposition
quantum-parallel/superposition-executor.md,superposition-executor,haiku,"Read, Grep, Glob",4568,Haiku worker that executes multiple solution paths simultaneously in superposition.
refactoring-agent.md,refactoring-agent,sonnet,"Read, Edit, Grep, Glob, Bash",1774,>
routing/agent-matcher.md,agent-matcher,sonnet,"Task, Read, Grep, Glob",4618,"Sonnet-tier agent that matches tasks to optimal agents based on complexity, domain, and agent capabi"
routing/domain-classifier.md,domain-classifier,haiku,"Read, Grep, Glob",4115,Haiku worker that classifies tasks by domain to enable accurate agent routing.
routing/predictive-task-router.md,predictive-task-router,sonnet,"Task, Read, Write, Grep, Glob",7221,Opus-tier orchestrator that pre-analyzes tasks and routes them to optimal agents BEFORE execution be
routing/task-complexity-analyzer.md,task-complexity-analyzer,haiku,"Read, Grep, Glob",2964,"Haiku worker that rapidly analyzes incoming tasks to determine complexity, scope, and resource requi"
